CustomerID,Recency,Frequency,Monetary,Cluster
12438.0,14,2,2906.8500000000004,3
12441.0,367,1,173.55,1
12442.0,3,1,172.06,3
12444.0,21,5,5005.46,3
12445.0,22,1,133.4,3
12446.0,58,1,1002.3100000000001,3
12447.0,243,1,476.49,1
12448.0,44,1,449.4500000000001,3
12449.0,22,4,4067.2900000000004,3
12450.0,156,2,197.88,1
12451.0,11,5,9035.52,3
12452.0,17,2,430.57,3
12453.0,134,1,707.0899999999999,3
12454.0,56,1,3528.34,3
12455.0,73,6,2466.8599999999997,3
12456.0,44,3,3181.04,3
12457.0,66,7,2363.23,3
12458.0,71,2,947.4,3
12461.0,94,2,826.88,3
12462.0,19,2,1189.5900000000001,3
12463.0,53,4,1344.7800000000002,3
12464.0,10,8,1212.05,3
12465.0,17,2,742.19,3
12468.0,188,2,729.54,1
12471.0,2,30,19824.05,0
12472.0,32,7,6572.110000000001,3
12473.0,29,5,3938.55,3
12474.0,17,18,7375.79,0
12475.0,54,1,723.3799999999999,3
12476.0,16,11,6816.42,3
12477.0,23,6,13219.740000000002,3
12478.0,4,1,680.9900000000001,3
12479.0,11,1,527.2,3
12480.0,28,4,3281.6299999999997,3
12481.0,23,10,5596.32,3
12483.0,17,8,2484.98,3
12484.0,33,6,4541.719999999999,3
12488.0,10,3,1298.6600000000003,3
12489.0,336,1,334.92999999999995,1
12490.0,5,10,5417.93,3
12491.0,39,1,460.40000000000003,3
12492.0,63,2,263.21,3
12493.0,166,2,433.74,1
12494.0,16,7,1246.1,3
12497.0,82,1,1043.1,3
12498.0,21,3,403.7,3
12500.0,23,11,4257.820000000001,3
12501.0,337,1,2169.3900000000003,1
12502.0,96,5,3723.87,3
12504.0,18,2,482.04999999999995,3
12506.0,233,1,73.50000000000001,1
12507.0,134,3,1304.81,3
12508.0,26,2,398.27,3
12509.0,284,1,176.5,1
12510.0,143,2,982.5699999999999,3
12512.0,66,2,138.03,3
12513.0,113,1,612.2900000000001,3
12514.0,267,1,1017.6800000000001,1
12515.0,353,1,383.70000000000005,1
12516.0,78,2,1312.06,3
12517.0,28,5,2502.84,3
12518.0,1,5,2056.89,3
12519.0,64,1,340.84000000000003,3
12520.0,79,5,2634.26,3
12521.0,143,1,599.68,3
12522.0,39,2,192.72000000000003,3
12523.0,19,11,1789.77,3
12524.0,9,8,4485.719999999999,3
12526.0,1,3,1316.6600000000003,3
12527.0,82,3,348.71000000000004,3
12528.0,9,6,1933.4800000000002,3
12530.0,60,4,1662.28,3
12531.0,15,1,125.22,3
12532.0,30,1,349.83000000000004,3
12534.0,131,1,1089.18,3
12535.0,92,2,716.35,3
12536.0,43,3,12601.830000000002,3
12538.0,29,1,363.95,3
12539.0,22,4,5568.349999999999,3
12540.0,20,17,13400.24,0
12541.0,30,3,981.1800000000002,3
12544.0,36,1,372.70000000000005,3
12545.0,75,2,1000.39,3
12546.0,47,2,1161.5,3
12547.0,198,2,207.8,1
12548.0,166,1,95.19999999999999,1
12550.0,79,1,964.83,3
12551.0,358,1,168.0,1
12552.0,39,2,437.82,3
12553.0,8,10,3692.2799999999997,3
12556.0,50,2,603.7099999999999,3
12557.0,16,5,11990.96,3
12558.0,8,1,269.96000000000004,3
12559.0,311,2,561.7099999999999,1
12560.0,5,3,2134.01,3
12561.0,303,1,238.85,1
12562.0,8,7,3781.74,3
12564.0,261,1,456.90000000000003,1
12565.0,289,1,145.92000000000002,1
12566.0,86,1,351.65,3
12567.0,23,10,9401.279999999999,3
12569.0,2,32,4124.6900000000005,0
12571.0,40,2,519.61,3
12572.0,9,2,1020.42,3
12573.0,227,1,160.54,1
12574.0,316,1,218.45000000000002,1
12576.0,36,5,1315.83,3
12577.0,35,3,657.8,3
12578.0,21,2,2794.5099999999998,3
12579.0,78,1,440.41999999999996,3
12580.0,247,1,415.70000000000005,1
12581.0,40,1,197.70999999999998,3
12582.0,239,2,511.3599999999999,1
12583.0,3,15,7281.379999999999,0
12584.0,4,9,2338.1500000000005,3
12585.0,234,2,2040.0999999999997,1
12586.0,17,1,196.94000000000003,3
12587.0,8,1,144.0,3
12588.0,39,1,214.89999999999998,3
12589.0,29,2,646.6800000000001,3
12590.0,211,2,9864.26,1
12591.0,317,1,452.84999999999997,1
12592.0,92,2,437.6,3
12593.0,109,3,418.0999999999999,3
12594.0,38,10,3338.2200000000003,3
12596.0,51,2,618.27,3
12597.0,19,4,3811.2199999999993,3
12598.0,10,8,3023.08,3
12599.0,29,7,1032.5800000000004,3
12600.0,29,10,2599.04,3
12601.0,190,5,577.0600000000001,1
12602.0,59,1,153.12,3
12603.0,22,1,739.1999999999999,3
12604.0,79,2,254.17999999999998,3
12607.0,60,1,1579.51,3
12609.0,78,3,1126.8500000000001,3
12610.0,23,5,2099.54,3
12611.0,52,1,1193.32,3
12612.0,74,1,704.04,3
12613.0,57,5,3344.38,3
12614.0,278,1,315.59999999999997,1
12615.0,2,4,2291.1899999999996,3
12616.0,95,2,713.3,3
12617.0,29,1,355.53000000000003,3
12618.0,22,1,177.31,3
12619.0,16,9,3641.24,3
12620.0,15,3,1339.41,3
12621.0,2,20,13689.67,0
12622.0,232,1,180.09999999999997,1
12623.0,276,1,305.1,1
12624.0,106,2,641.13,3
12625.0,212,2,2683.82,1
12626.0,23,9,6620.48,3
12627.0,11,7,4478.530000000001,3
12628.0,4,3,786.4599999999999,3
12630.0,10,2,1270.88,3
12631.0,57,1,640.5,3
12633.0,59,4,2163.98,3
12635.0,90,2,1689.1800000000003,3
12637.0,67,8,6021.9,3
12638.0,33,1,671.69,3
12639.0,239,1,486.1,1
12640.0,24,3,1174.58,3
12641.0,115,1,185.9,3
12642.0,25,3,1013.26,3
12643.0,128,6,3344.6399999999994,3
12644.0,130,1,477.90999999999997,3
12645.0,34,4,1775.1800000000003,3
12646.0,5,2,1346.97,3
12647.0,22,12,3722.82,3
12648.0,155,1,318.04999999999995,1
12649.0,107,3,623.51,3
12650.0,3,1,314.44,3
12651.0,335,1,114.0,1
12652.0,331,1,919.98,1
12653.0,149,2,2209.85,1
12654.0,11,5,601.9799999999999,3
12656.0,17,5,4051.17,3
12657.0,11,4,1643.18,3
12658.0,19,1,686.05,3
12659.0,30,1,91.68,3
12660.0,11,1,245.10000000000002,3
12662.0,1,11,3849.7799999999997,3
12664.0,8,9,4881.88,3
12665.0,325,1,63.0,1
12667.0,58,1,620.1300000000001,3
12668.0,12,4,3807.15,3
12669.0,151,3,2744.03,1
12670.0,10,5,2996.0500000000006,3
12672.0,330,1,225.9,1
12673.0,5,2,610.52,3
12674.0,39,4,1970.6000000000001,3
12676.0,25,6,1331.39,3
12678.0,42,12,17628.46,0
12679.0,59,4,1113.02,3
12680.0,1,4,862.8100000000002,3
12681.0,15,22,13787.54,0
12682.0,4,31,12288.220000000001,0
12683.0,4,15,8476.57,0
12684.0,8,7,2283.63,3
12685.0,28,6,2863.08,3
12686.0,372,1,89.14,1
12688.0,114,1,4873.8099999999995,3
12689.0,26,2,1247.61,3
12690.0,206,1,389.01,1
12691.0,28,6,1035.8,3
12693.0,127,4,855.91,3
12694.0,70,2,869.67,3
12695.0,7,4,582.1,3
12697.0,29,3,957.5899999999999,3
12700.0,8,4,4939.99,3
12701.0,80,2,797.71,3
12702.0,20,1,219.0,3
12703.0,71,1,283.55,3
12704.0,7,8,2340.8399999999997,3
12705.0,15,9,6868.290000000001,3
12707.0,292,1,603.42,1
12708.0,30,10,2712.91,3
12709.0,15,15,9736.52,0
12710.0,97,3,1149.0200000000002,3
12712.0,29,13,4396.13,3
12713.0,1,1,848.5500000000001,3
12714.0,9,5,4708.860000000001,3
12715.0,106,1,353.85999999999996,3
12716.0,4,2,1053.4900000000002,3
12717.0,151,2,1030.98,1
12718.0,71,1,238.25,3
12719.0,5,2,644.95,3
12720.0,3,25,5781.730000000001,0
12721.0,32,6,2656.13,3
12722.0,85,4,997.6300000000001,3
12723.0,4,5,725.07,3
12724.0,5,4,1031.4099999999999,3
12725.0,371,1,427.8,1
12726.0,28,7,2609.1,3
12727.0,11,7,3980.7000000000003,3
12728.0,71,4,836.3299999999999,3
12729.0,114,1,453.01000000000005,3
12731.0,24,12,18895.91,0
12732.0,180,1,236.26000000000005,1
12733.0,234,1,383.95000000000005,1
12734.0,353,1,110.39999999999999,1
12735.0,315,2,779.57,1
12736.0,333,1,234.00000000000003,1
12738.0,372,1,155.35,1
12739.0,78,2,1013.0400000000001,3
12740.0,64,1,427.59999999999997,3
12743.0,134,2,546.4300000000001,3
12744.0,52,7,21279.29,0
12747.0,2,11,4196.009999999999,3
12748.0,1,210,33719.73,2
12749.0,4,5,4090.88,3
12750.0,129,1,275.88,3
12752.0,81,1,4366.780000000001,3
12753.0,23,6,21429.39,3
12754.0,236,3,3010.7400000000002,1
12755.0,281,2,3811.9499999999994,1
12756.0,87,1,112.08000000000001,3
12757.0,16,13,7857.1,0
12758.0,117,2,2791.59,3
12759.0,52,3,1531.4400000000003,3
12762.0,8,2,1898.5200000000004,3
12763.0,138,2,494.08000000000004,3
12764.0,317,1,1693.88,1
12766.0,4,7,6989.63,3
12769.0,239,1,1143.6,1
12770.0,211,1,1351.4499999999998,1
12772.0,60,1,892.4700000000001,3
12775.0,17,5,1386.0400000000002,3
12778.0,20,6,822.23,3
12779.0,38,8,3981.3599999999997,3
12781.0,64,2,826.74,3
12782.0,5,5,2330.9200000000005,3
12783.0,2,6,2225.91,3
12784.0,9,2,574.4200000000001,3
12785.0,364,1,311.95,1
12787.0,10,3,463.65999999999997,3
12789.0,65,1,91.85000000000001,3
12790.0,192,1,324.9200000000001,1
12791.0,374,1,192.60000000000002,1
12792.0,257,1,400.53999999999996,1
12793.0,335,2,545.48,1
12794.0,53,2,860.41,3
12795.0,19,1,430.48,3
12797.0,366,1,254.03,1
12798.0,10,3,6977.04,3
12802.0,187,1,427.58,1
12808.0,37,3,483.65000000000003,3
12809.0,178,1,489.31,1
12811.0,261,3,514.8499999999999,1
12812.0,45,1,229.64,3
12814.0,102,1,125.92,3
12815.0,148,2,1063.46,1
12816.0,96,2,572.2,3
12817.0,281,1,166.04,1
12818.0,262,1,1542.08,1
12820.0,3,4,942.34,3
12821.0,214,1,92.72,1
12822.0,71,2,948.8800000000002,3
12823.0,75,5,1759.5,3
12824.0,60,1,397.11999999999995,3
12826.0,3,7,1474.72,3
12827.0,6,3,430.15,3
12828.0,3,6,1018.71,3
12829.0,337,2,293.0,1
12830.0,38,6,6814.640000000001,3
12831.0,262,1,215.05,1
12832.0,32,2,383.03000000000003,3
12833.0,145,1,417.38,1
12834.0,283,1,312.38,1
12836.0,59,4,2612.8599999999997,3
12837.0,173,1,134.1,1
12838.0,34,2,683.13,3
12839.0,3,14,5591.42,0
12840.0,144,4,2726.77,3
12841.0,5,25,4022.35,0
12842.0,70,2,1118.99,3
12843.0,66,8,1702.2600000000002,3
12844.0,29,2,325.96,3
12845.0,267,4,354.09,1
12847.0,22,1,871.5399999999998,3
12849.0,31,2,1050.8899999999999,3
12851.0,97,1,135.18,3
12852.0,295,1,311.55,1
12853.0,135,6,1957.1000000000004,3
12854.0,79,3,1324.5000000000002,3
12855.0,373,1,38.1,1
12856.0,8,6,2179.93,3
12857.0,211,2,1106.4,1
12863.0,52,1,521.2,3
12864.0,138,1,147.12,3
12865.0,26,2,1568.23,3
12866.0,283,1,559.12,1
12867.0,26,7,4036.82,3
12868.0,186,6,1607.0600000000002,1
12871.0,84,2,380.64000000000004,3
12872.0,327,2,599.9700000000001,1
12873.0,282,1,374.0,1
12875.0,143,2,343.2300000000001,3
12876.0,58,2,2218.020000000001,3
12877.0,4,12,1535.7700000000002,3
12878.0,236,2,854.99,1
12879.0,45,3,573.22,3
12881.0,276,1,298.0,1
12882.0,9,2,1463.0399999999997,3
12883.0,25,4,703.47,3
12884.0,88,1,309.05000000000007,3
12885.0,63,3,1175.2199999999998,3
12886.0,68,2,1378.3999999999999,3
12888.0,214,2,354.12,1
12890.0,24,1,380.47,3
12891.0,186,3,331.0,1
12893.0,31,1,188.14000000000001,3
12895.0,42,2,372.8,3
12897.0,205,2,216.5,1
12901.0,9,28,17654.539999999997,0
12902.0,265,1,138.67999999999998,1
12904.0,18,2,509.58,3
12906.0,12,5,2919.81,3
12908.0,176,2,750.0,1
12909.0,40,5,2178.67,3
12910.0,23,8,3075.0400000000004,3
12912.0,3,5,1662.3,3
12913.0,5,5,2483.6299999999997,3
12915.0,149,2,363.65,1
12916.0,139,4,3006.1499999999996,3
12917.0,128,1,594.0,3
12919.0,8,6,1335.19,3
12920.0,17,1,164.23000000000002,3
12921.0,9,37,16587.09,0
12922.0,161,1,405.38,1
12923.0,64,1,176.97,3
12924.0,88,4,933.7000000000002,3
12925.0,5,2,694.05,3
12928.0,35,5,2062.7,3
12929.0,312,1,117.85,1
12930.0,78,2,415.8,3
12931.0,22,15,42055.96,0
12933.0,24,3,607.53,3
12935.0,2,7,2160.7,3
12936.0,17,4,1063.8999999999999,3
12937.0,15,4,1504.2700000000002,3
12938.0,26,1,114.13999999999999,3
12939.0,64,8,11581.800000000001,3
12940.0,55,2,913.54,3
12942.0,131,3,683.9000000000001,3
12944.0,36,2,604.5099999999999,3
12945.0,288,1,462.95000000000005,1
12947.0,144,6,1603.99,3
12948.0,16,7,2064.95,3
12949.0,31,8,4167.22,3
12950.0,2,3,1843.0,3
12951.0,9,6,1064.07,3
12952.0,6,4,1387.79,3
12953.0,10,1,329.85,3
12955.0,1,11,4757.160000000001,3
12956.0,306,1,108.07,1
12957.0,10,8,4017.54,3
12962.0,7,2,266.39,3
12963.0,8,8,1856.63,3
12965.0,89,1,771.91,3
12966.0,10,1,160.18,3
12967.0,358,2,1660.9,1
12968.0,112,1,135.95,3
12970.0,7,4,452.24000000000007,3
12971.0,4,86,11189.91,0
12974.0,198,1,144.8,1
12976.0,212,1,738.6,1
12977.0,156,1,39.24,1
12980.0,158,9,7374.9,3
12981.0,30,2,372.2199999999999,3
12982.0,243,1,390.53999999999996,1
12984.0,19,1,97.5,3
12985.0,1,2,1239.3799999999999,3
12987.0,74,2,558.7,3
12988.0,292,1,535.3200000000002,1
12989.0,3,15,6924.110000000001,0
12990.0,31,3,409.5000000000001,3
12991.0,23,2,503.76000000000005,3
12993.0,23,4,414.75999999999993,3
12994.0,4,3,974.42,3
12995.0,85,1,211.32,3
12997.0,22,4,1226.89,3
12999.0,196,3,455.88,1
13000.0,107,3,534.8500000000001,3
13001.0,4,13,9818.82,0
13002.0,318,1,120.94999999999999,1
13003.0,106,3,149.05,3
13004.0,12,18,5655.91,0
13005.0,174,2,513.6999999999999,1
13006.0,56,1,81.57,3
13008.0,323,1,229.47000000000003,1
13011.0,372,1,50.550000000000004,1
13012.0,9,8,1661.8400000000001,3
13013.0,1,13,4810.94,3
13014.0,11,10,3466.2799999999997,3
13015.0,53,5,3346.2799999999997,3
13016.0,73,3,789.8899999999999,3
13017.0,7,1,204.0,3
13018.0,16,28,7277.700000000001,0
13021.0,4,9,2616.38,3
13023.0,64,2,689.9000000000001,3
13026.0,1,5,975.36,3
13027.0,114,6,6912.0,3
13028.0,23,2,661.3200000000002,3
13029.0,31,3,1247.5,3
13030.0,11,2,799.4800000000001,3
13032.0,52,2,1010.1800000000002,3
13033.0,357,1,190.54999999999998,1
13034.0,55,2,642.7700000000001,3
13035.0,74,2,921.88,3
13037.0,138,3,881.07,3
13038.0,80,3,908.46,3
13040.0,9,2,676.99,3
13043.0,273,1,516.4200000000001,1
13044.0,291,1,560.47,1
13045.0,99,1,305.28,3
13046.0,31,2,629.31,3
13047.0,32,10,3237.54,3
13048.0,14,4,1835.9099999999999,3
13049.0,64,2,656.6800000000002,3
13050.0,15,17,5836.860000000001,0
13052.0,212,1,348.15000000000003,1
13055.0,78,3,1214.41,3
13058.0,25,3,271.4,3
13059.0,250,1,183.4,1
13060.0,254,1,307.53000000000003,1
13061.0,72,1,248.61,3
13062.0,191,1,346.98,1
13064.0,13,4,1119.4900000000002,3
13065.0,373,1,205.85999999999999,1
13066.0,24,2,470.79999999999995,3
13067.0,82,1,115.46000000000001,3
13068.0,10,2,344.0,3
13069.0,1,24,4436.12,0
13070.0,192,1,228.8,1
13072.0,267,1,177.14999999999998,1
13075.0,130,1,919.6100000000001,3
13077.0,1,4,729.2700000000001,3
13078.0,3,26,12627.939999999999,0
13079.0,4,5,220.09999999999997,3
13080.0,179,1,58.08,1
13081.0,12,11,28337.379999999997,0
13082.0,126,9,3613.6299999999997,3
13083.0,4,2,303.75,3
13085.0,158,2,416.08000000000004,1
13089.0,3,97,58825.83,2
13090.0,9,14,8910.819999999998,0
13091.0,28,1,345.82000000000005,3
13092.0,71,5,477.83000000000004,3
13093.0,276,8,7832.470000000001,1
13094.0,21,12,1927.3200000000002,3
13095.0,71,1,74.4,3
13097.0,33,10,6010.419999999999,3
13098.0,1,28,28882.44,0
13099.0,99,1,207.35999999999999,3
13101.0,234,1,101.19,1
13102.0,1,24,6424.089999999999,0
13103.0,40,1,243.94,3
13104.0,3,6,1098.48,3
13106.0,133,1,76.5,3
13107.0,44,4,1531.6200000000003,3
13108.0,373,1,350.05999999999995,1
13109.0,60,2,786.54,3
13110.0,31,7,1488.67,3
13113.0,1,24,12245.96,0
13115.0,12,4,2294.7799999999997,3
13116.0,138,1,501.14,3
13117.0,22,8,984.9100000000001,3
13118.0,20,5,1197.81,3
13120.0,239,1,30.599999999999998,1
13121.0,269,1,283.72999999999996,1
13122.0,94,2,922.39,3
13124.0,90,3,3866.33,3
13126.0,5,8,2099.64,3
13127.0,78,1,259.16999999999996,3
13130.0,94,1,64.0,3
13131.0,23,3,1073.2999999999997,3
13132.0,262,1,77.3,1
13133.0,274,2,109.80000000000001,1
13134.0,86,4,1793.5800000000002,3
13135.0,197,1,3096.0,1
13136.0,56,5,2607.6099999999997,3
13137.0,11,8,3650.41,3
13138.0,22,6,962.39,3
13139.0,16,7,5064.9400000000005,3
13140.0,108,3,423.72,3
13141.0,85,5,2388.75,3
13142.0,19,1,307.0899999999999,3
13144.0,333,1,110.94999999999999,1
13145.0,40,4,618.52,3
13146.0,26,1,228.91,3
13147.0,10,4,712.8000000000001,3
13148.0,29,12,3707.12,3
13149.0,14,4,1676.0600000000002,3
13151.0,296,1,1257.8700000000003,1
13153.0,6,1,486.22,3
13155.0,33,4,971.7600000000002,3
13157.0,49,4,1741.2199999999998,3
13158.0,95,4,1201.06,3
13159.0,9,4,1437.85,3
13160.0,22,1,91.8,3
13161.0,313,1,112.75,1
13162.0,122,4,1688.2899999999997,3
13165.0,46,2,1021.48,3
13166.0,283,1,417.20000000000005,1
13167.0,19,4,791.3299999999999,3
13168.0,36,4,1319.19,3
13169.0,64,2,712.88,3
13170.0,27,1,116.00999999999999,3
13171.0,22,3,468.40999999999997,3
13173.0,4,2,353.65000000000003,3
13174.0,16,3,2817.0299999999997,3
13176.0,46,1,492.84000000000003,3
13177.0,65,1,282.45,3
13178.0,26,11,5725.469999999999,3
13182.0,45,1,121.18,3
13183.0,8,9,3957.7800000000007,3
13184.0,15,10,1701.29,3
13185.0,268,1,71.4,1
13186.0,40,3,1575.89,3
13187.0,337,1,236.01999999999998,1
13188.0,11,1,114.60000000000001,3
13189.0,19,2,260.67999999999995,3
13192.0,95,2,911.9400000000002,3
13193.0,61,1,117.88000000000001,3
13194.0,136,1,60.7,3
13196.0,11,4,1797.78,3
13198.0,10,6,3401.24,3
13199.0,4,38,9817.119999999999,0
13200.0,19,4,870.0900000000001,3
13203.0,10,4,869.4599999999999,3
13207.0,15,2,250.26000000000002,3
13208.0,59,6,1223.9,3
13209.0,30,8,5891.61,3
13210.0,94,1,353.48,3
13211.0,10,3,1197.42,3
13212.0,20,3,788.0799999999999,3
13213.0,57,5,1520.58,3
13216.0,268,1,333.74,1
13217.0,122,3,533.98,3
13218.0,127,1,62.64,3
13220.0,78,4,819.29,3
13221.0,240,2,847.4100000000001,1
13223.0,200,2,163.20000000000002,1
13224.0,60,2,2155.9499999999994,3
13225.0,3,7,6463.84,3
13226.0,273,1,108.21,1
13227.0,202,1,257.7,1
13228.0,81,1,358.0,3
13229.0,226,1,160.95,1
13230.0,4,14,2806.9700000000003,3
13232.0,13,7,1357.6000000000001,3
13233.0,74,2,605.1199999999999,3
13235.0,212,1,1031.0700000000002,1
13236.0,25,2,744.85,3
13238.0,17,4,700.7299999999999,3
13239.0,262,1,329.56,1
13240.0,96,4,663.6500000000001,3
13242.0,112,3,270.40000000000003,3
13243.0,203,1,600.0700000000002,1
13244.0,93,1,121.74,3
13245.0,51,1,430.5,3
13246.0,18,6,1987.3,3
13247.0,18,4,501.11999999999995,3
13248.0,125,2,465.67999999999995,3
13249.0,92,3,711.41,3
13253.0,157,2,1030.3999999999999,1
13255.0,9,2,399.51,3
13256.0,14,1,0.0,3
13258.0,12,3,698.5799999999999,3
13259.0,62,1,292.31999999999994,3
13260.0,61,1,557.62,3
13261.0,269,2,944.1,1
13262.0,263,1,200.29,1
13263.0,1,35,7454.07,0
13265.0,53,5,2107.6600000000003,3
13266.0,11,12,3834.26,3
13267.0,3,19,4521.49,0
13268.0,18,11,3214.69,3
13269.0,1,15,5346.23,0
13270.0,366,1,590.0,1
13271.0,37,1,217.38,3
13272.0,31,2,276.56000000000006,3
13273.0,113,1,138.98,3
13276.0,64,2,590.93,3
13277.0,16,4,258.4,3
13278.0,41,1,542.73,3
13279.0,78,1,137.75,3
13280.0,122,3,814.86,3
13282.0,18,3,1132.14,3
13283.0,60,2,93.66,3
13284.0,331,1,201.19,1
13285.0,23,4,2709.1200000000003,3
13291.0,156,1,361.11,1
13292.0,39,2,578.9399999999999,3
13294.0,190,2,873.74,1
13295.0,360,1,201.2,1
13296.0,137,1,87.4,3
13297.0,8,4,2089.85,3
13298.0,1,1,360.0,3
13299.0,268,1,142.5,1
13300.0,169,1,371.89,1
13301.0,104,4,618.09,3
13302.0,155,1,63.75,1
13304.0,351,1,300.41999999999996,1
13305.0,4,10,2000.8599999999997,3
13307.0,120,1,15.0,3
13308.0,23,3,1385.51,3
13309.0,7,5,1456.79,3
13310.0,28,3,1132.0300000000002,3
13311.0,4,2,598.57,3
13313.0,22,5,1555.32,3
13314.0,2,3,775.94,3
13316.0,37,4,5977.7300000000005,3
13317.0,66,6,2273.6800000000003,3
13318.0,1,3,640.7600000000001,3
13319.0,5,26,10845.55,0
13320.0,78,4,1548.6999999999998,3
13321.0,72,2,567.36,3
13322.0,17,1,199.48,3
13323.0,3,5,787.8499999999999,3
13324.0,36,10,7121.95,3
13325.0,82,1,675.3,3
13327.0,39,8,3627.77,3
13328.0,316,1,1308.48,1
13329.0,32,2,789.0,3
13330.0,93,3,1140.93,3
13332.0,14,1,350.9,3
13334.0,82,3,3536.8200000000006,3
13336.0,77,1,795.1200000000001,3
13338.0,158,1,487.02000000000004,1
13339.0,201,1,860.12,1
13340.0,45,7,10736.48,3
13341.0,261,1,775.8499999999999,1
13343.0,178,1,353.43,1
13344.0,68,3,2543.7200000000007,3
13345.0,288,1,389.5,1
13347.0,70,1,341.36,3
13348.0,64,1,233.76,3
13349.0,11,1,247.32,3
13350.0,16,2,979.12,3
13351.0,66,1,373.94,3
13352.0,60,1,397.97999999999996,3
13354.0,71,1,743.5300000000001,3
13355.0,122,1,674.7,3
13356.0,80,1,768.2400000000001,3
13357.0,257,1,609.95,1
13358.0,269,1,439.03000000000003,1
13359.0,64,1,439.55999999999995,3
13362.0,9,4,3090.7400000000002,3
13363.0,18,2,992.5,3
13364.0,71,1,134.96,3
13365.0,34,2,2225.37,3
13366.0,50,1,56.160000000000004,3
13368.0,257,2,623.4,1
13369.0,366,1,308.28,1
13370.0,372,1,754.8700000000001,1
13372.0,90,1,378.63999999999993,3
13373.0,61,3,3312.2500000000005,3
13375.0,89,1,778.65,3
13376.0,99,3,1019.76,3
13379.0,26,3,572.56,3
13381.0,32,6,3639.31,3
13382.0,281,1,222.99,1
13384.0,31,7,4151.93,3
13385.0,330,1,534.5699999999999,1
13388.0,131,2,677.1,3
13389.0,11,3,797.9599999999999,3
13390.0,75,1,544.08,3
13391.0,204,1,59.8,1
13394.0,2,8,2520.0200000000004,3
13395.0,185,1,307.71999999999997,1
13396.0,29,2,1360.99,3
13397.0,73,5,1544.1299999999999,3
13398.0,192,1,457.34000000000003,1
13402.0,127,2,621.2300000000002,3
13403.0,18,1,75.0,3
13404.0,1,2,252.49,3
13405.0,74,3,572.4509999999999,3
13408.0,2,62,28117.04,0
13410.0,24,5,1003.0600000000002,3
13411.0,107,1,213.55,3
13414.0,134,3,1390.5,3
13416.0,44,2,712.5,3
13417.0,5,2,640.83,3
13418.0,12,18,6127.43,0
13419.0,64,1,221.06,3
13420.0,150,2,159.85,1
13421.0,40,2,1851.08,3
13422.0,64,1,2626.3,3
13425.0,108,3,1624.2100000000003,3
13426.0,1,10,3641.3199999999997,3
13427.0,19,3,582.6,3
13428.0,10,1,218.46999999999997,3
13429.0,11,4,1006.7999999999998,3
13430.0,19,2,679.4499999999999,3
13431.0,67,2,1269.1,3
13434.0,74,2,534.24,3
13435.0,5,7,3809.89,3
